municipality_code,state_code,year,total_hospitalizations,total_deaths,population,avg_wage_nominal,literacy_rate,pct_black_parda
421300,42,2016,286,24,3438,1821.697036727881,95.4,0.18329097839898348
421310,42,2016,375,44,4209,1816.7349068323026,94.5,0.1422602882807604
421315,42,2016,318,15,2823,1634.8346028513245,90,0.27382297551789075
421330,42,2016,444,30,4796,1521.388888888888,88,0.3468845760980592
421335,42,2016,268,26,3405,1616.741718009478,90.3,0.4110169491525424
421340,42,2016,2027,65,11499,1614.0146347248574,90.8,0.3824329224075417
421350,42,2016,868,108,19744,1807.8467074435018,96.1,0.10557075354389456
421360,42,2016,2466,259,35045,1758.380399314486,96.4,0.18194303457335642
421370,42,2016,1315,97,16692,1888.298691653253,94.6,0.1823644588481534
421380,42,2016,1015,63,7367,1658.6641950113371,91.3,0.10731975784259769
421390,42,2016,161,15,1630,1998.3762499999991,95,0.03186558516801854
421400,42,2016,1467,121,16736,1667.339037374366,97.2,0.08120634067705534
421410,42,2016,220,22,2306,1561.2177286135684,90.4,0.09234135667396061
421420,42,2016,1133,71,10096,1920.6725095585678,92.2,0.18499365791784564
421430,42,2016,216,15,2860,2311.0799795081975,93.8,0.04474354310658421
421440,42,2016,635,45,6246,1549.4143358395997,93.9,0.2869466145833333
421460,42,2016,472,71,7428,1660.7858667573087,95.5,0.05598646171202933
421470,42,2016,784,87,11295,1704.2516214470286,97.3,0.121147301895965
421480,42,2016,4127,462,68217,2265.769935785882,97.1,0.09429892645304662
421490,42,2016,532,31,4594,1670.0852435530076,97.1,0.01933888014391725
421500,42,2016,2778,251,41817,1826.6400536877386,96.2,0.20571184781790347
421507,42,2016,538,41,4705,1689.4711803278703,92.2,0.20210787352758836
421510,42,2016,807,109,11434,1736.7512459546904,96.4,0.06564130733315024
421520,42,2016,319,39,5120,1762.1694029850737,89.4,0.22226224783861673
421530,42,2016,708,47,7614,1765.4047916666666,95.7,0.09768009768009768
421535,42,2016,298,20,3872,1624.2189373297006,88.2,0.32004038364462395
421550,42,2016,1523,106,16606,1713.5464605978327,90.4,0.29756314253077804
421560,42,2016,224,13,2133,1830.1682122905017,95.8,0.02952565343659245
421565,42,2016,711,62,8333,1645.1443379446625,93.9,0.08541278708876474
421567,42,2016,559,39,8855,1546.5782884310636,94.5,0.15613594890510948
421568,42,2016,203,22,2611,1682.098248847926,87.7,0.17846047635484985
421569,42,2016,174,11,1341,1932.7837320574165,90.2,0.18758526603001363
421570,42,2016,1550,139,22266,1807.0831859084853,95.1,0.08257667473769169
421575,42,2016,372,16,2496,1755.8189743589744,91.1,0.2916355489171023
421580,42,2016,4961,428,81893,2106.262839114436,97.3,0.14245608406192348
421590,42,2016,622,31,2922,1578.6116778523478,96.7,0.021269524759056163
421600,42,2016,1306,69,11038,1677.8125571366961,95.5,0.1351535172949864
421605,42,2016,420,36,5412,1779.601172214183,89.2,0.30939557151406344
421610,42,2016,533,67,9509,1623.9409920634903,91.5,0.2997260851243152
421620,42,2016,2467,355,49658,2976.332447844223,96.3,0.19752592836480798
421625,42,2016,730,41,6285,1807.617140335389,99.2,0.028159681961239025
421630,42,2016,2156,139,33897,1762.3296054664304,96.8,0.11362857469250981
421635,42,2016,192,19,3662,1921.924910461827,94,0.04714784633294528
421640,42,2016,734,46,7247,1681.9181081081088,93.1,0.07882336141653577
421650,42,2016,2548,209,26447,1597.8481340429055,94.2,0.3112884375125942
421660,42,2016,15338,1257,236029,2059.4697756878722,97.2,0.1470937298920426
421670,42,2016,1259,108,13899,1564.089139504564,94.6,0.13240774570697844
421680,42,2016,576,79,8705,1726.3204761904753,87.9,0.2467112357127453
421690,42,2016,1899,142,23473,1983.895958936628,93.5,0.15752764649199283
421700,42,2016,793,49,12688,2153.3380256709415,96.3,0.11488084409678007
421710,42,2016,456,28,3217,1652.5298721590907,96.6,0.03208722741433022
421720,42,2016,2320,227,39390,2079.2734484853077,95.3,0.16773624920814167
421725,42,2016,405,37,5488,1930.9680444444434,95,0.1339001062699256
421730,42,2016,1032,39,9594,1930.3776223021664,96.2,0.08594876344682267
421740,42,2016,1226,73,19463,2165.110410887199,98,0.14989880524906965
421750,42,2016,1278,96,17483,1782.3723533083694,95,0.13562023971187342
421755,42,2016,332,10,3307,1538.9794149659879,94.3,0.16007303712720633
421760,42,2016,766,90,13778,2054.181469278722,95.5,0.15955073467189784
421770,42,2016,2037,168,29340,1649.203611596738,94.9,0.06226046441722402
421775,42,2016,353,20,2587,1629.6147187499987,87.9,0.1886519696422118
421780,42,2016,1299,124,18161,1901.3816451612863,95.9,0.07496668790915938
421790,42,2016,753,50,8748,2124.17089326615,94.1,0.20726224783861671
421795,42,2016,226,17,1707,1872.5358974358985,90.9,0.21331058020477817
421810,42,2016,669,35,5379,1632.5157026143777,92,0.11791297796195141
421820,42,2016,2905,248,42045,2116.291479559934,98.2,0.07766145479265806
421825,42,2016,347,43,7699,1607.1802501690368,91.6,0.38448660714285715
421830,42,2016,2847,131,19046,2659.9584758974383,93.2,0.32730281301709874
421835,42,2016,172,24,3824,2926.2178598484834,97.8,0.05413832199546485
421840,42,2016,1654,39,7082,1463.0722323830062,94.7,0.020793950850661626
421850,42,2016,527,32,7392,2145.472492012782,95.7,0.21680857773573006
421860,42,2016,613,71,7135,2105.5148111227686,95.4,0.14083002746414403
421870,42,2016,7236,750,103674,2138.485723767269,96.5,0.09110823151919042
421875,42,2016,469,30,4612,1696.4609212283062,96.4,0.042943461372464395
421885,42,2016,208,16,2650,2043.3831338028158,90.3,0.20474063895568534
421890,42,2016,753,73,11147,1603.5650628722713,93.6,0.2617757009345794
421895,42,2016,180,7,2492,1772.0914084507042,93.5,0.25734997986306885
421900,42,2016,1435,164,21090,2208.7400160282155,96.6,0.05028678797468354
421910,42,2016,514,23,3590,1771.9401412714467,91.7,0.23577696009057458
421915,42,2016,229,26,2586,1697.7615601023022,87.1,0.23424706301174794
421917,42,2016,303,22,4635,2540.801987066434,93.6,0.335627868168544
421920,42,2016,548,44,6361,2068.8657472527448,92.5,0.06882848513749801
421930,42,2016,4740,288,51499,2100.5895076954953,96.1,0.20383987793765496
421935,42,2016,363,33,5089,1744.8622222222195,93.1,0.06835637480798772
421940,42,2016,282,27,3876,1737.3060958904114,95.8,0.06470424881977228
421950,42,2016,3494,254,49057,2029.5326498185036,94.2,0.23970631557479208
421960,42,2016,624,27,4039,2015.0980080482886,93.3,0.10161718561428916
421970,42,2016,2741,144,27921,1778.7532662284307,94.5,0.2073189702107801
421985,42,2016,212,13,3264,1882.6269662921345,92.5,0.26737967914438504
430003,43,2016,456,28,4731,2039.6359716981135,95.4,0.18543799772468714
430005,43,2016,346,27,3841,2190.5728667790863,95.6,0.11200644641418211
430010,43,2016,1755,157,17102,1891.3568073984732,93.1,0.11941637266040782
430020,43,2016,505,65,7372,1791.712175066313,95.1,0.12844542447629548
430030,43,2016,658,64,6799,1804.0860153256706,92.8,0.1761282997445359
430040,43,2016,4280,695,78244,1841.8835214807812,95,0.2811445643495506
430045,43,2016,229,39,4085,1971.7611827956987,91.6,0.1696885169688517
430047,43,2016,131,20,2085,2147.0544103773577,96.3,0.061895551257253385
430055,43,2016,164,13,1815,2645.1794764397932,93.7,0.12493239588967009
430057,43,2016,192,26,3032,1871.4308306709254,97.7,0.019191226867717615
430060,43,2016,15658,1542,207392,2006.9498784919851,95.8,0.26188967364085164
430063,43,2016,272,56,6817,1639.3594925373118,89.9,0.19169027384324835
430064,43,2016,838,56,7573,1536.0913155080198,89.5,0.2827689787001638
430066,43,2016,85,3,1300,1988.2564426877475,94.8,0.19309778142974526
430070,43,2016,483,48,6216,1808.3027733118956,94.5,0.04148831083305894
430085,43,2016,278,30,3755,1823.7450091743149,93.9,0.18760151597184624
430087,43,2016,496,42,5349,1734.6504792560809,95.2,0.11963001027749229
430090,43,2016,444,48,6621,2389.5146409335725,95.9,0.08346024977155041
430100,43,2016,1769,151,20162,1844.6466681488132,98.2,0.07112436115843271
430105,43,2016,460,67,8921,1687.404422353574,96.3,0.10282909184859837
430110,43,2016,973,134,14227,1742.1625595854955,92.9,0.15830087454986405
430120,43,2016,1190,103,13353,1650.3279527069062,93.3,0.11819116135662898
430130,43,2016,1280,180,18935,1881.7001217038587,93.3,0.146716474473499
430140,43,2016,888,76,10605,1706.4239925373147,92.4,0.13837277527870134
430150,43,2016,450,58,7117,2089.4698005203845,96.3,0.09581513315485417
430155,43,2016,332,36,3725,1771.2580686695276,94.1,0.05701036552100382
430160,43,2016,7468,1081,121986,2426.3952002794426,95.5,0.2455841431568132
430165,43,2016,295,39,6086,2102.796259740265,97.7,0.07140369209334727
430170,43,2016,482,46,6759,1644.6870646766167,96.2,0.1217457886676876
430175,43,2016,363,45,7415,1981.5037897310503,92.2,0.1122667046587833
430180,43,2016,294,44,5479,1851.7392503987242,91.3,0.18943635684957075
430185,43,2016,343,29,3245,1763.5143846153849,89.7,0.170873786407767
430187,43,2016,205,16,4212,1639.6541149773052,94.3,0.3493645651632195
430192,43,2016,125,15,1933,2182.492929292928,93,0.053393213572854294
430195,43,2016,173,12,2507,2159.9657518401714,95.3,0.1389358108108108
430205,43,2016,239,12,2245,1828.6196531791916,86.5,0.050693240901213174
430210,43,2016,6138,699,114203,2698.9702107963017,97.7,0.12260554255725724
430215,43,2016,163,17,2168,1814.651542416453,91.7,0.2170212765957447
430220,43,2016,526,51,6822,1485.5386674598458,98,0.09003802281368821
430222,43,2016,144,23,2524,2181.9409433962255,94.9,0.10032760032760032
430223,43,2016,171,21,2569,1905.565654320986,95.5,0.07749381698268755
430225,43,2016,248,18,2859,2177.073267504488,92,0.004321209938782859
430235,43,2016,809,79,13064,1797.9767755279784,98.5,0.05131467345207803
430237,43,2016,241,20,2238,1637.2835737704916,90.8,0.1562902533276084
430240,43,2016,997,96,12158,1549.9640580182506,96.3,0.08916586768935762
430245,43,2016,687,56,7913,1768.5188602941157,89.4,0.23364607766484233
430250,43,2016,308,45,6836,1762.7423755656096,93.4,0.22846768336964415
430258,43,2016,117,13,2233,2437.7763888888885,95.2,0.08768741481144934
430260,43,2016,227,33,3667,1701.252865329512,87.1,0.2533081285444234
430265,43,2016,235,48,4975,1675.8924234693889,96.9,0.04127459366980325
430270,43,2016,1453,181,21220,2038.8911182279198,91.7,0.17327387661096683
430280,43,2016,2936,357,34644,1930.662526103074,92.8,0.1982428541747054
430290,43,2016,865,112,13616,1817.8198941798937,93.6,0.21627549901294144
430300,43,2016,6622,926,85600,1917.5255815036444,92.6,0.15585484563630292
430310,43,2016,7566,847,126666,2007.3654955339,96.8,0.12862807429890344
430320,43,2016,437,25,5090,1689.0212533333333,89.8,0.09262682275621277
430330,43,2016,432,51,5050,2336.8874288964716,93.3,0.23935418768920283
430340,43,2016,424,51,5083,1637.6520576131684,92.5,0.18217665615141956
430350,43,2016,4967,531,66031,1910.6618181038782,93.3,0.11195730104357524
430355,43,2016,164,24,2726,2025.2324815361897,91.8,0.10798303123794832
430360,43,2016,437,48,6687,1807.9476800472257,93.7,0.18768149167048753
430367,43,2016,150,27,3400,1978.8073937153415,93,0.17025862068965517
430370,43,2016,550,73,6031,1851.8401955307263,96.1,0.05606407322654462
430380,43,2016,382,46,5645,1893.597366737739,95.2,0.14708552751044127
430390,43,2016,5030,355,64553,2127.314986828585,96.7,0.1114107365792759
430400,43,2016,473,43,5217,1957.1700099009915,87.7,0.14560439560439561
430410,43,2016,215,34,3524,1661.4808185840704,91.1,0.13476394849785409
430420,43,2016,2629,296,31541,1740.3808406605194,90.5,0.12309425957841708
430430,43,2016,763,60,6587,2054.4220298507453,97.3,0.01744186046511628
430435,43,2016,310,62,9362,3779.1019704433575,95.2,0.2612859097127223
430440,43,2016,2763,295,42746,2057.6375400719635,95.6,0.15623247514657151
430450,43,2016,3106,502,55956,1861.8075655282048,91.6,0.08674427337589186
430460,43,2016,28529,2703,342634,2660.435760088771,97.1,0.13893177859851527
430461,43,2016,196,20,1823,1900.1310919540233,91.1,0.025442477876106196
430462,43,2016,153,15,1764,2195.321461538462,91.3,0.09230769230769231
430463,43,2016,3546,375,47792,1879.2620640365876,96.3,0.10675293166194905
430465,43,2016,259,15,3419,2185.890762942779,95.1,0.2257648953301127
430466,43,2016,1224,211,25441,1965.9046571018682,92.8,0.15478003210008642
430467,43,2016,305,32,4320,2072.777669039148,92,0.21202775636083268
430468,43,2016,550,55,11375,1705.5188613529797,94.5,0.13631275294928097
430469,43,2016,424,33,2763,1636.9566554621854,95.3,0.06788016685627607
430470,43,2016,5192,543,62193,2121.903727438075,95.7,0.12456589905256414
430471,43,2016,411,72,7918,1276.8132116104878,89.6,0.028305756871325038
430480,43,2016,1726,153,27835,2766.0046210672763,97.5,0.04576668122097408
430485,43,2016,117,17,1560,1941.2107534246582,94.5,0.020522388059701493
430490,43,2016,599,82,9059,1859.4966428316004,95.7,0.06484049930651872
430495,43,2016,208,18,3174,1906.585035460994,90.1,0.14261968085106383
430510,43,2016,22579,2735,479236,2622.3200892989857,97.4,0.16975881900520015
430511,43,2016,227,30,3021,1970.0894117647042,95.5,0.024949426837491573
430512,43,2016,385,51,6461,1698.2649196787163,89.2,0.1271279087927534
430515,43,2016,262,18,2443,1859.877198275863,87.4,0.174110835401158
430517,43,2016,568,53,11377,1804.7843718079666,91.8,0.16924724900185023
430520,43,2016,954,123,14024,2044.8144672000024,95.8,0.19525959367945825
430530,43,2016,830,69,9605,1743.685645582857,95.9,0.12849221582426956
430535,43,2016,1923,239,38599,2533.1581710526466,95,0.12836556156394213
430543,43,2016,137,22,6413,1579.752896244431,98.7,0.10882054748225752
430544,43,2016,291,34,5292,1931.0474907749065,91.4,0.0705763397371082
430550,43,2016,352,53,4993,1685.3745131086182,92.7,0.21897217144017875
430558,43,2016,259,24,2499,1643.5497727272732,97.2,0.026022304832713755
430560,43,2016,288,36,3499,2337.7405964214718,95.3,0.1638974936637567
430570,43,2016,532,54,6826,2150.383141457445,94.7,0.2218831069739051
430580,43,2016,807,67,10101,1567.7549845360797,91.8,0.13103660412180868
430583,43,2016,151,23,1560,2389.9738524590166,92.9,0.08698495748855462
430585,43,2016,233,25,2467,2037.479248120301,95.5,0.0984540276647681
430587,43,2016,139,22,2556,2255.5217732558135,96.9,0.141869918699187
430590,43,2016,695,71,7801,1842.9671052631577,90,0.2802942315137437
430593,43,2016,157,14,1734,2570.6988073394496,96.3,0.028389339513325607
430595,43,2016,255,38,4004,2049.004368932036,95.4,0.0638080653394589
430597,43,2016,295,16,2880,2744.3459407665528,92.7,0.1559957552175451
430600,43,2016,1274,146,14233,1592.3504473475834,95,0.09556265530706426
430607,43,2016,258,19,2918,1634.8193749999994,89.6,0.26282278033250794
430610,43,2016,3558,587,63615,1980.389731404944,95.7,0.1497405367546401
430613,43,2016,132,18,2077,2240.3541717791404,92.7,0.07469654528478058
430620,43,2016,816,108,12215,1948.4533611111171,96,0.11273435597759922
430630,43,2016,366,31,4842,1773.2185667752453,92.2,0.12830913748932538
430632,43,2016,276,28,3125,1997.5868045112782,90.8,0.17298652460043873
430635,43,2016,224,27,2769,2074.279223300971,89.6,0.20927799093128707
430637,43,2016,150,29,3133,2192.9763690476184,88.8,0.2303425774877651
430640,43,2016,1788,160,30472,2029.1940616155875,97.8,0.061328110833061326
430642,43,2016,141,17,2166,2020.3312702702717,88.3,0.30908248378127895
430645,43,2016,381,30,3424,1967.0904752851695,95,0.0417810308020738
430650,43,2016,1065,99,15224,1819.963476297967,89.2,0.16299283777206036
430655,43,2016,202,19,2618,1773.1400849858353,95,0.01568012544100353
430660,43,2016,2833,378,39853,1708.0517543859678,95.2,0.23044294197794288
430670,43,2016,269,33,3352,1836.4123664122124,93.4,0.18048206937095826
430673,43,2016,301,47,5154,1958.7978896103918,94,0.14866390666164847
430675,43,2016,228,22,2074,1777.065397260275,93.8,0.06253077301821763
430676,43,2016,2016,212,38199,2957.079894895808,96,0.1878930817610063
430680,43,2016,1444,163,22009,1891.4246999739155,96.8,0.10058017649066354
430690,43,2016,2287,256,25801,1853.564649050375,90.7,0.20835541063786428
430692,43,2016,180,14,1367,2350.5795212765966,88.9,0.055628272251308904
430693,43,2016,615,77,9008,1968.1588950660193,94.7,0.09598389081552747
430697,43,2016,282,28,3065,2166.4304324324307,93.2,0.15213732749915854
430700,43,2016,7070,677,102906,2111.2540635806095,96.5,0.14998751144783948
430705,43,2016,293,25,3211,1825.6314518760194,93.8,0.06863062479766915
430710,43,2016,221,81,6978,1629.4025944584405,94.1,0.20920935741782648
430720,43,2016,405,48,5188,1649.3897400611609,89.2,0.17544539116963595
430740,43,2016,211,17,3307,2051.9738030888034,90.6,0.2521300094667087
430745,43,2016,371,31,3224,2078.167031249999,90,0.11762908646501681
430750,43,2016,1266,112,15826,1966.514799099966,92.9,0.14191982153402008
430755,43,2016,402,46,6165,2015.1407960741544,96.5,0.1264138389886893
430770,43,2016,6678,658,84114,2360.8855370891433,97,0.1398162365644658
430780,43,2016,2473,210,32950,2036.416080007395,97.4,0.11113651208360549
430781,43,2016,345,28,3744,2129.4688131868133,92.5,0.04491595480848719
430783,43,2016,166,26,2721,2068.5038636363633,94.3,0.24794569489103252
430786,43,2016,222,18,2716,2074.7492803030295,95.8,0.034108527131782945
430790,43,2016,3235,386,69066,2468.1529540902507,97.2,0.12475642717958388
430800,43,2016,587,63,6868,1833.148679092383,95.6,0.1979619361606474
430805,43,2016,273,20,2538,1742.5456133828995,90.7,0.15031152647975077
430807,43,2016,370,38,4148,1645.4501875901883,95.1,0.08328826392644673
430810,43,2016,760,84,13208,1870.347728590249,99,0.04061488673139159
430820,43,2016,1214,184,29405,2261.622720624086,96.8,0.11398237917941534
430825,43,2016,211,19,1972,1949.4717368421059,95.7,0.023278850916295196
430830,43,2016,911,110,10861,2070.907957153784,85.9,0.2701492537313433
430840,43,2016,362,73,7074,1781.2513906447518,89.9,0.2045616535994298
430843,43,2016,328,29,2523,1519.8354069767438,92.5,0.029838709677419355
430845,43,2016,209,34,4603,2045.1501476510057,94.3,0.15056818181818182
430850,43,2016,2560,198,30699,1891.447940578401,95.6,0.1389543752600194
430860,43,2016,1865,209,33384,2261.764306316697,97.3,0.05936787227109808
430865,43,2016,130,18,3200,3122.223375000001,90.2,0.24142194744976817
430870,43,2016,457,51,5897,1843.9813116279088,95.5,0.07658195463073512
430880,43,2016,483,76,8668,1727.228461538463,92.1,0.09872159090909091
430885,43,2016,131,11,1708,1770.9431055900623,92.7,0.0864123957091776
430890,43,2016,1302,118,16648,1981.115773353754,95.6,0.14311358712472919
430900,43,2016,1562,157,17132,1904.2730176678394,93.8,0.1841766221597564
430905,43,2016,393,75,7588,2480.238300455234,93.1,0.12608821822402785
430910,43,2016,2338,256,34832,2111.1996256567313,97.2,0.12189378447047158
430912,43,2016,258,17,2258,2094.9698051948058,88.6,0.20440528634361232
430915,43,2016,418,25,4232,2090.613497942387,92,0.25661042558549485
430920,43,2016,13015,1818,273742,2474.028995508125,96.7,0.15150140224750744
430925,43,2016,138,10,1606,1788.6045344129561,94.8,0.11444652908067542
430930,43,2016,4671,712,99186,2697.335259193327,95.9,0.1681844440943228
430940,43,2016,1504,170,24677,1730.9667081740959,96,0.13815472277010737
430950,43,2016,611,104,8114,1997.427069116361,95.2,0.12259733859043864
430955,43,2016,205,22,4630,2069.756838656839,97.9,0.04418331374853114
430957,43,2016,242,24,3067,2151.883730569948,89.7,0.17732656514382403
430960,43,2016,1638,145,19286,2657.481359102246,96.9,0.12322197394953403
430965,43,2016,412,39,6521,2206.4053709909044,92.9,0.26671078755790867
430970,43,2016,367,35,4998,1650.3272555948172,96.2,0.17317073170731706
430975,43,2016,344,33,4518,1870.4178510028653,93.4,0.05123513266239707
430980,43,2016,337,35,4847,1909.0633018867904,93.1,0.12842284016132455
430990,43,2016,407,42,7449,2037.1989095992542,94,0.08798103736754044
430995,43,2016,257,37,4159,1809.0072514619885,91.6,0.1656819300837026
431000,43,2016,1451,181,20300,2184.6266117247346,96.4,0.1497074206410854
431010,43,2016,3351,238,34630,1785.8641305562157,96.5,0.12662265879157322
431020,43,2016,4984,591,83089,2287.030260912743,95.8,0.1738810887525977
431030,43,2016,371,34,4205,1749.7942950819665,93.9,0.1730441140628808
431033,43,2016,1467,193,20294,1779.0855100970352,96.7,0.09852300379152283
431036,43,2016,303,23,3152,2504.5510372608214,98.3,0.03306878306878307
431040,43,2016,513,66,6625,1953.9002972399153,93.3,0.1670947273001964
431041,43,2016,233,15,2315,1729.8508943089425,90.4,0.30158730158730157
431043,43,2016,511,46,6448,1743.247557522123,94.3,0.14010304138274887
431050,43,2016,869,82,7969,1614.7380082987534,91.4,0.17242232949622477
431053,43,2016,189,33,5357,2085.185152129818,94.7,0.1269207742965476
431055,43,2016,200,23,3552,1818.6914360313317,93.6,0.19697850087158628
431057,43,2016,245,16,2309,1987.8964935064946,92.5,0.13432835820895522
431060,43,2016,2822,288,39049,1971.98331238447,94.5,0.27528825995807127
431065,43,2016,218,34,2592,1603.7013522012578,86.2,0.06653771760154739
431070,43,2016,207,21,3944,1768.7599738903402,89.2,0.14477468839884947
431080,43,2016,1148,114,22270,2130.201594001663,98.2,0.0810062893081761
431085,43,2016,422,27,4099,1810.0652394366189,89.8,0.25420834349841426
431090,43,2016,246,33,3709,1891.8163912310276,94.8,0.1725371491469455
431100,43,2016,1572,282,28230,1747.1409575251605,94.2,0.11810826292424459
431110,43,2016,1049,121,11551,1803.459687277895,94.3,0.1230608331880774
431112,43,2016,256,23,4110,1627.2212913907292,90.8,0.2778841550981331
431113,43,2016,176,17,3650,2020.9116581632647,92.5,0.09172259507829977
431115,43,2016,342,56,8668,2134.80904494382,94.9,0.22755640902544408
431120,43,2016,1416,162,20032,1900.1946512385937,95,0.18202247191011237
431123,43,2016,257,29,2839,1802.2636585365847,90.4,0.14119414194517463
431125,43,2016,401,68,6504,2059.8898561151086,82.2,0.1784675072744908
431127,43,2016,159,15,1649,2131.131278688524,97.9,0.02564102564102564
431130,43,2016,2159,241,28443,1759.3483506030213,92.6,0.17445324420547845
431140,43,2016,3933,507,79172,2062.0625960135885,97.2,0.10932732413291157
431142,43,2016,180,20,2592,1792.9083333333333,84.3,0.327572347266881
431160,43,2016,331,42,5718,1662.7443388429776,87.9,0.21086317246151184
431162,43,2016,393,29,5719,1892.7425020955563,96,0.11687069625095639
431164,43,2016,109,17,1707,1934.5623684210523,97.2,0.020923076923076923
431170,43,2016,387,56,5645,1717.3405590851319,89.4,0.18254400290328435
431171,43,2016,351,18,4814,1899.6539440993784,92.7,0.1996201730322853
431173,43,2016,329,19,3081,1743.2867379679137,90.6,0.15379494007989347
431175,43,2016,277,62,7372,1693.8050751445085,92.6,0.16612469956171355
431177,43,2016,351,46,7028,1642.8349271523186,93.3,0.113958876339415
431179,43,2016,171,25,2668,1777.2843531827532,97.6,0.0379746835443038
431180,43,2016,2303,206,40629,2109.388709123439,96.9,0.12501031211329575
431190,43,2016,375,36,4982,1817.5020343839537,93.7,0.1450827653359299
431198,43,2016,238,32,3926,1934.315284552845,93,0.08012735473600424
431200,43,2016,161,21,2200,1883.141185897435,92.3,0.06965174129353234
431205,43,2016,603,59,4163,1710.06432766615,93.2,0.05627918407471123
431210,43,2016,315,44,5141,1858.5168346774196,94.2,0.1729264475743349
431213,43,2016,250,22,2571,1972.6834615384623,92.2,0.10198300283286119
431215,43,2016,282,29,4240,1534.0111298482313,96.8,0.04966373512674599
431217,43,2016,174,14,1789,1945.6491326530618,92.6,0.18388888888888888
431225,43,2016,492,64,8035,1895.881536363639,90.4,0.14124737945492663
431230,43,2016,419,28,4978,1571.5985204991061,90.8,0.17545304777594728
431235,43,2016,114,12,1551,2186.278219178081,94.3,0.010369410239792612
431237,43,2016,273,22,3243,1773.6721917808218,89.9,0.29906542056074764
431238,43,2016,156,26,2696,2403.0497222222225,98,0.02208910520404343
431240,43,2016,3486,472,63551,2398.724754816593,96.2,0.11621448768008617
431242,43,2016,181,23,2968,1723.4198153846146,89.9,0.13454545454545455
431244,43,2016,290,24,3179,1957.987846715327,92.3,0.013195098963242224
431245,43,2016,359,71,6548,1654.008967350039,90.4,0.07964033397559409
431247,43,2016,382,44,6143,1814.6257046603032,98.7,0.048264928659503256
431250,43,2016,696,110,12758,1702.909211843202,89.2,0.21830927835051547
431260,43,2016,437,48,4998,1550.0784637404574,95.6,0.0891068447412354
431261,43,2016,188,18,3147,2104.4107060518713,93.2,0.20408163265306123
431262,43,2016,184,9,1899,1916.572073732719,93.9,0.061190738699007714
431265,43,2016,1296,145,17094,2510.115151874351,96.2,0.1407416703269122
431270,43,2016,1621,112,12270,1832.6956040447049,89.1,0.214824016563147
431280,43,2016,284,21,4429,1804.3102360602377,97.9,0.07296351824087956
431290,43,2016,621,76,9540,2525.8796121045407,96.9,0.09150548580477322
431295,43,2016,156,17,1942,1997.3749874686723,97.5,0.026007139214686385
431300,43,2016,298,25,3337,1975.3749180327861,97,0.039874411302982735
431301,43,2016,251,28,2810,2027.080123042507,98.1,0.018531976744186048
431303,43,2016,336,32,5087,1517.0060701956268,95.1,0.1528253424657534
431308,43,2016,52,17,2563,2190.9605298013266,96.7,0.03223174214606283
431310,43,2016,589,50,6597,2126.1937007874008,96.6,0.15245152136213147
431320,43,2016,1104,169,20549,2130.0783132188026,98,0.06421295810143862
431330,43,2016,1318,165,25315,2151.9954438081672,97.2,0.1476063247339144
431333,43,2016,181,21,2428,2476.9428688524604,94.1,0.11197703035274816
431335,43,2016,90,23,3584,2389.8874218750007,95.7,0.04037081339712919
431337,43,2016,1325,130,26086,2436.4520588235337,95.4,0.10300655896465202
431339,43,2016,272,25,4107,1825.786098901098,92.4,0.13485477178423236
431340,43,2016,15541,1671,249113,2147.6885211833282,96.5,0.09235334245692452
431342,43,2016,300,37,3791,2189.53972508591,93.1,0.08176260825267448
431344,43,2016,205,17,2316,1968.0142105263167,84.8,0.21466198419666374
431346,43,2016,127,9,1793,1843.3536787564765,95.5,0.07053469852104664
431349,43,2016,226,31,4171,1773.062461873638,89.5,0.26313144006031663
431350,43,2016,3305,357,44190,2191.9590356188764,96,0.11836604982032416
431360,43,2016,427,22,4196,1754.1241755888645,92.8,0.13171536286522148
431365,43,2016,902,124,11431,1833.9189733266228,92.2,0.19261622607110301
431380,43,2016,1000,41,7177,1629.2789960784296,91.5,0.1467995954341858
431390,43,2016,2885,285,41473,2496.1143088535973,97.1,0.14740271683438871
431395,43,2016,677,74,9887,1787.1386259541985,90.7,0.19209781729991915
431400,43,2016,470,40,7357,1862.0656452257267,96.9,0.09408483781006899
431402,43,2016,666,75,7662,1905.81861111111,92.4,0.11612375630366635
431403,43,2016,169,30,3743,1823.994675174013,98.3,0.022494305239179953
431405,43,2016,4186,322,55893,1714.995651541811,95.4,0.1256237500728113
431406,43,2016,415,24,5523,2690.3029292929305,88.7,0.13249272550921434
431407,43,2016,364,57,6402,1875.2411757105917,94.3,0.0748502994011976
431410,43,2016,17103,1426,197798,2412.940565252637,96.3,0.16512738939657085
431413,43,2016,177,22,2302,1996.7117864923746,96.2,0.06281292671825216
431415,43,2016,538,74,8461,1670.490533333333,94.4,0.05543816034804226
431417,43,2016,83,12,2181,1836.5055527638187,92.5,0.3705377315860822
431420,43,2016,553,109,8005,1745.762619047619,92.6,0.18791602662570406
431430,43,2016,328,43,4049,1977.526576704545,95.7,0.12908907901358832
431440,43,2016,22207,3324,343651,2505.548566234143,95.8,0.18693111893650466
431445,43,2016,315,22,2613,2105.856309012875,91.3,0.2350835322195704
431446,43,2016,141,9,2115,2342.1216352201245,92.3,0.24073205068043171
431447,43,2016,384,30,4552,2661.5022417582377,92.8,0.13998211091234347
431449,43,2016,469,29,4783,1831.7249767441838,91,0.151622943530458
